"","AARS2","ABCA10","ABCC10","ABCC11","ABCC8","ABCC9","ABI3BP","AC024580.1","ACAN","ACRC","ACSM2A","ACSS3","ACTR5","ACVR2B","ADAM12","ADAM29","ADAMTS1","ADAMTS16","ADAMTS7","ADAMTS9","ADAMTSL1","ADCY10","ADCY2","ADCY3","ADCY5","ADCY8","ADGRG4","ADGRG7","ADRBK1","AEBP1","AFF3","AFF4","AHNAK","AK8","AK9","AKAP6","AKNAD1","AKR7A2","ALDH6A1","ALK","AMER1","AMOTL2","ANK1","ANK2","ANKRD42","ANKRD50","ANKS1B","ANO3","AP1G2","AP3S2","APBA2","APBB3","APOB","AQP7","AQR","ARAP2","ARFGAP2","ARHGAP35","ARHGAP4","ARHGEF10","ARHGEF10L","ARHGEF18","ARHGEF2","ARHGEF28","ARHGEF4","ARID1A","ARID1B","ARMC10","ARMC4","ARRB2","ASAP1","ASXL1","ASXL2","ASXL3","ATAD5","ATF7IP","ATG14","ATG16L1","ATM","ATOH1","ATP10B","ATP2B3","ATRN","ATRNL1","ATRX","AXIN1","AXL","BAG3","BAI3","BAIAP2L1","BARHL2","BCL11B","BCLAF1","BCOR","BCORL1","BHLHE22","BMP1","BMP2K","BMPER","BOD1L1","BRAF","BRCC3","BRINP1","BRINP2","BRINP3","BRPF1","BSN","BTAF1","BTN1A1","BZRAP1","C11orf16","C12orf55","C17orf97","C1orf168","C1orf51","C2CD4C","C2orf71","C3","C4orf21","C4orf40","C5","C6","CA10","CACNA1B","CACNA1E","CACNA2D3","CADM2","CADM3","CADPS","CADPS2","CALR","CAMKMT","CAND1","CAP2","CAPN13","CAPN6","CAPRIN2","CATSPERB","CBFA2T2","CBFB","CBL","CC2D1B","CCDC108","CCDC141","CCDC144A","CCDC180","CCDC24","CCDC33","CCDC40","CCDC60","CCDC67","CCNB3","CCND2","CCND3","CCPG1","CCR3","CCT4","CD163","CD3G","CD40LG","CD74","CDC42BPB","CDC42BPG","CDH20","CDH23","CDH4","CDKN2A","CDON","CEBPA","CEBPE","CECR2","CELSR2","CELSR3","CENPF","CFAP54","CHD3","CHD4","CHD6","CHD7","CHD9","CHRFAM7A","CHRNB2","CHST8","CIITA","CLCN2","CLCN4","CLPX","CLTCL1","CMYA5","CNGA3","CNGA4","CNOT1","CNOT2","CNOT3","CNPY3","CNTLN","CNTN5","CNTN6","CNTNAP3","CNTNAP3B","CNTNAP4","COG7","COL11A2","COL12A1","COL20A1","COL2A1","COL4A5","COL4A6","COL5A1","COL5A3","COL6A1","COL6A6","COL8A2","COX18","CPEB2","CPS1","CPT1C","CRB1","CREBBP","CRHR2","CRISPLD1","CROCC","CRY1","CSF3R","CSMD1","CSMD3","CT47B1","CTCF","CTIF","CTNNA2","CTNND2","CTSA","CTSG","CUEDC1","CUL9","CUX1","CUX2","CXXC4","CYP2A6","CYP4F12","DAG1","DAGLB","DBNL","DBX1","DCAF6","DCDC1","DCHS1","DCHS2","DCLK1","DCST2","DCSTAMP","DDX23","DDX41","DDX60L","DEK","DGKI","DHTKD1","DHX15","DHX38","DIAPH2","DICER1","DIS3","DLC1","DLEC1","DLG3","DLGAP2","DMBT1","DMPK","DNA2","DNAH17","DNAH2","DNAH3","DNAH8","DNAH9","DNAI1","DNAJC1","DNHD1","DNMT3A","DNMT3A_R882","DOCK1","DOCK10","DOCK3","DOCK4","DOCK7","DOCK9","DOPEY1","DOPEY2","DPEP3","DPP3","DPY19L2","DPYSL2","DRD2","DROSHA","DSCAM","DSP","DST","DTX1","DUOX1","DUOXA2","DUSP26","DYNC1H1","DYSF","E2F8","EDC4","EED","EFCAB12","EFCAB6","EFCC1","EFEMP1","EFTUD1","EGFLAM","EGFR","EGR1","EHD2","ELAVL1","ELAVL4","ELMOD1","ELP2","EML5","ENAH","ENPP1","ENTPD5","EP300","EPB41L2","EPHA10","EPHA3","EPHA7","EPHX3","ERAL1","ERCC3","ERF","ERG","ETV3","ETV6","EVC","EVC2","EWSR1","EYS","EZH2","EZR","FAAH","FABP2","FAM135A","FAM135B","FAM155A","FAM167A","FAM194A","FAM205A","FAM208B","FAM24A","FAM47A","FAM65C","FAM83H","FAM91A1","FAM9A","FANCM","FARSA","FASTKD3","FASTKD5","FAT1","FAT2","FBN2","FBXL17","FBXL19","FBXO11","FBXO30","FBXO38","FCGBP","FCHSD1","FER1L6","FILIP1","FKBP8","FLG","FLNB","FLRT2","FLT1","FLT3","FLT3_ITD","FLT3_TKD","FMN1","FOXD4","FOXG1","FOXP1","FOXP2","FREM1","FREM2","FREM3","FRMPD3","FRYL","G6PC3","GAB4","GABBR1","GABRB1","GALNT18","GAS6","GAS7","GATA1","GATA2","GBP4","GCM2","GDF5","GDPD4","GIGYF1","GIGYF2","GIT2","GJA4","GJA8","GJB3","GLMP","GNA15","GNAI2","GNE","GOLGA8T","GOT1","GPA33","GPER1","GPR112","GPR179","GPR183","GRAMD3","GRID1","GRIK2","GRIK3","GRIK4","GRIN2A","GRIN2B","GRM2","GRM3","GRM4","GRM8","GSPT2","GSTK1","GTF2F1","GTF3A","GTF3C3","GUCY2D","H1FOO","HCFC1","HCN1","HDAC2","HDAC4","HDAC9","HECTD4","HECW1","HERC1","HERC2P3","HFE2","HID1","HIST1H1C","HIVEP1","HIVEP3","HK3","HKDC1","HKR1","HNRNPK","HORMAD2","HOXB13","HOXD13","HRC","HSP90B3P","HSPA4","HUNK","HUWE1","HYDIN","HYOU1","ICA1L","IDH1","IDH1_R132","IDH2","IDH2_R140","IDH2_R172","IGFN1","IGHE","IGHG3","IGLV3.1","IGSF9B","IKZF1","IKZF4","IL27","ILDR1","ILF3","IMPG1","IPO7","IPO9","IQGAP3","IQSEC3","IRGC","IRS2","ITGAD","ITGAE","ITGB1BP2","ITGB5","ITIH1","ITPR3","ITPRIPL1","ITSN1","IVL","JAK2","JAK3","JMJD1C","JMY","JPH1","KANSL1","KANSL1L","KAT2B","KAT6B","KAT8","KATNAL2","KCNA3","KCNA4","KCND3","KCNG4","KCNH2","KCNH5","KCNH6","KCNH7","KCNJ6","KCNMA1","KCNU1","KDM3B","KDM5C","KDM6A","KDR","KIAA0100","KIAA0907","KIAA1109","KIAA1210","KIAA1239","KIAA1244","KIAA1328","KIAA1549L","KIAA1683","KIF13A","KIF15","KIF16B","KIF17","KIF20B","KIF26A","KIF26B","KIF2B","KIT","KLHDC7A","KLHL36","KLHL5","KLHL9","KMT2A","KMT2C","KMT2D","KRAS","KRT14","KRT27","KRT79","KRTAP4.2","KRTAP4.5","KTN1","LAMA1","LAMA3","LAMA4","LGI2","LIMA1","LNX1","LOXHD1","LPA","LPAR3","LPIN2","LPIN3","LPPR1","LRBA","LRCH4","LRFN2","LRFN3","LRIF1","LRIT1","LRP1","LRP1B","LRP8","LRRC15","LRRC27","LRRC4","LRRCC1","LRRTM1","MACF1","MAGEA11","MAMLD1","MAN2A2","MAP10","MAP1B","MAP2","MAP2K7","MAP3K9","MAP7D2","MAPK13","MAST2","MAX","MCHR1","MCHR2","MCM10","MDC1","MDM1","MDN1","ME1","MECOM","MED12","MED13","MED14","MED15","MEF2B","MEFV","MEGF8","MET","MEX3C","MFSD6","MICAL2","MICALCL","MIEF2","MKL2","MLLT1","MLLT3","MLLT4","MMRN2","MOCOS","MON2","MPHOSPH9","MPI","MPL","MROH2B","MS4A6A","MSH2","MSH6","MST4","MTA2","MTMR8","MTOR","MTSS1","MTUS1","MTUS2","MUC16","MUC17","MXRA5","MYB","MYBPC3","MYC","MYCBP2","MYH13","MYH14","MYH4","MYH7B","MYO16","MYO1A","MYO1F","MYO5B","MYO6","MYO7B","MYOC","MYOM3","MYT1","NACAD","NALCN","NAP1L3","NAV1","NAV3","NBAS","NBEAL1","NBPF14","NCAN","NCAPG","NCKAP1","NCKAP5","NCOA3","NCOA7","NDE1","NDRG2","NEB","NEK10","NEO1","NEURL4","NF1","NFATC4","NFE2","NFIA","NFIC","NFIX","NID2","NIPAL3","NKRF","NLGN2","NLRC4","NLRP1","NLRP12","NLRP13","NLRP8","NMUR2","NOC3L","NONO","NOP14","NOS1","NOTCH2","NOTCH3","NPAP1","NPC1","NPHP4","NPM1","NPNT","NPR3","NR2E1","NRAP","NRAS","NRCAM","NRDE2","NRXN3","NTRK3","NTSR2","NUDT22","NUP155","NUP205","NUP214","NUP98","OBSCN","OBSL1","ODF1","OR11H12","OR13H1","OR2Y1","OR51A7","OR8B12","ORAI1","ORM1","OTOF","OTOGL","P2RY2","PABPC3","PABPC4","PACSIN1","PAF1","PAPD5","PAPD7","PAPPA2","PARD3","PARP14","PASK","PAX1","PBRM1","PC","PCDH1","PCDH15","PCDH7","PCDHA6","PCDHB18","PCDHGA10","PCDHGA2","PCGF2","PCLO","PCNXL3","PCSK5","PDCD2L","PDCL3","PDE6A","PDILT","PDS5B","PDZRN3","PDZRN4","PEAR1","PGK2","PHACTR1","PHF23","PHF6","PHF8","PHIP","PHLDB1","PI4KA","PIK3C2B","PIPSL","PKD1L2","PKD1P6","PKHD1","PKNOX1","PLCE1","PLEKHA4","PLEKHA6","PLEKHG2","PLK4","PLOD1","PLXNA2","PLXNA4","PLXND1","PNMA2","POC1A","POLI","POLR1A","POLR3B","POM121","POM121L12","POU2F1","PP2D1","PPARGC1B","PPIL4","PPL","PPM1G","PPP1R15A","PPP1R3A","PPP2R3C","PPP3R2","PPP6R3","PRAMEF2","PRC1","PRKCE","PRKD1","PRKDC","PRMT1","PRPF4B","PRPF8","PRPH","PRUNE2","PRX","PSD3","PSIP1","PTPN11","PTPN14","PTPRA","PTPRJ","PTPRR","PTPRT","PTPRZ1","PUF60","PVRL1","PXK","QRICH2","QSOX1","RAB2B","RAB33B","RAD21","RALBP1","RAPH1","RBBP6","RBM12B","RBM14","RBM3","RBM33","RBMS1","RBP3","RCL1","RELN","RET","REV3L","RFX4","RGS22","RHBDF2","RHBG","RHNO1","RIF1","RIMS1","RIN1","RIN3","RIPK1","RIT1","RNF213","RNF216","ROBO2","ROR1","ROS1","RP1","RP11.8L2.1","RP1L1","RPAP1","RPGR","RPGRIP1","RPL29","RPL7P20","RREB1","RSPH6A","RUNX1","RUNX1T1","RUVBL2","RXFP1","RYR1","RYR3","SACS","SAGE1","SALL3","SAMD7","SBNO1","SBSPON","SCAF1","SCAF8","SCN11A","SCN1A","SCN5A","SCTR","SCUBE3","SDHA","SDK1","SEC23IP","SEC63","SEL1L2","SEMA3A","SEMA5A","SEMA6D","SEMA7A","SETBP1","SETD2","SF3A1","SF3B1","SFXN2","SGK223","SH2B3","SH3KBP1","SH3TC2","SHANK1","SHROOM1","SI","SIDT2","SIMC1","SIX3","SKOR1","SLC11A2","SLC12A1","SLC12A3","SLC13A1","SLC14A2","SLC17A3","SLC1A6","SLC24A4","SLC25A24","SLC26A9","SLC2A4","SLC35G3","SLC39A5","SLC39A7","SLC7A7","SLC8A2","SLC9B1","SLCO1C1","SLCO6A1","SLFNL1","SLMAP","SLTM","SMAC1A","SMARCA2","SMARCC2","SMC1A","SMC3","SMC5","SMG1","SMUG1","SNAP91","SNCAIP","snoU13","SNX29","SOGA2","SORCS2","SOS1","SP2","SPATA13","SPATA31C1","SPEF2","SPEG","SPEN","SPI1","SPINK5","SPRED2","SPTBN2","SPTY2D1","SRCAP","SRSF2","SSC5D","SSH3","STAG1","STAG2","STARD13","STAT2","STAT5A","STAT5B","STC2","STRIP2","STRN","SUCO","SUMO2","SUSD2","SUV420H1","SUZ12","SVEP1","SYNE1","SYNE2","SYNGAP1","SYNJ1","TACC2","TAF1L","TAGAP","TANC2","TAS1R2","TBC1D10A","TBC1D31","TBC1D32","TBC1D8B","TBL1XR1","TBX2","TCEAL3","TCEAL6","TCHH","TCN2","TCTN2","TDRD6","TECTA","TEKT1","TENM2","TENM4","TET1","TET2","TEX13B","TGFBI","TGFBR3","THADA","THBS1","THOC2","THRAP3","TIE1","TLL2","TLN2","TM4SF5","TMC3","TMC8","TMEM132C","TMEM132D","TMEM169","TMEM2","TMEM63B","TMPRSS13","TMPRSS6","TMTC4","TNC","TNFRSF11A","TNIK","TNK2","TNKS1BP1","TNN","TNNI1","TNR","TNRC18","TOP3B","TOPAZ1","TP53","TP53BP1","TPBGL","TPH1","TPRX1","TPTE2","TRA2B","TRAF7","TRANK1","TRDN","TRIM24","TRIO","TRIP12","TRMT5","TRPC1","TRPM1","TRPM3","TRPM4","TRRAP","TSHR","TSHZ2","TSHZ3","TSKS","TSPYL2","TSPYL5","TST","TTBK1","TTC3","TTC39A","TTC40","TTI1","TTLL2","TTN","TUBA3C","TUBA3D","TUBB1","TUBBP5","U2AF1","U2AF2","UBN2","UBP1","UBR3","UBR5","UBTF","UGT2B28","UGT2B4","UNC5B","UNC79","UNC80","Unknown","URB1","USP19","USP20","USP34","USP48","USP7","USP9X","VARS2","VCAN","VEGFC","VEPH1","VPS13D","VPS26B","VTN","VWA8","WAC","WBSCR17","WDFY3","WDFY4","WDR35","WDR43","WDR87","WIZ","WLS","WNT11","WRNIP1","WT1","WWC1","XIRP1","XIRP2","XKR4","ZBTB3","ZBTB33","ZBTB47","ZBTB7A","ZBTB8OS","ZCCHC11","ZCCHC14","ZDHHC17","ZFHX4","ZFP42","ZFP64","ZFYVE26","ZHX2","ZIC2","ZIC3","ZMYND8","ZNF142","ZNF148","ZNF175","ZNF197","ZNF205","ZNF213","ZNF285","ZNF446","ZNF449","ZNF614","ZNF630","ZNF638","ZNF687","ZNF711","ZNF780B","ZNF813","ZNRF4","ZRSR2","ZSCAN26","ZZEF1","BCR_ABL1","CBFB_MYH11","FUS_ERG","KAT6A_CREBBP","KMT2A_ELL","KMT2A_EPS15","KMT2A_MLLT1","KMT2A_MLLT10","KMT2A_MLLT3","KMT2A_MLLT4","MLLT10_PICALM","NSD1_NUP98","PML_RARA","RUNX1_RUNX1T1","WNK1_RAD52","add10p","add10q","add11p","add11q","add12p","add12q","add13p","add13q","add14p","add14q","add15p","add15q","add16p","add16q","add17p","add17q","add18p","add18q","add19p","add19q","add1p","add1q","add20p","add20q","add21p","add21q","add22p","add22q","add2p","add2q","add3p","add3q","add4p","add4q","add5p","add5q","add6p","add6q","add7p","add7q","add8p","add9p","add9q","addXp","addXq","del10q","del12p","del16q","del17q","del1p","del1q","del20q","del21q","del2p","del2q","del3p","del3q","del4q","del6p","del6q","del7p","del8p","del8q","del9p","del9q","der1","der10","der11","der12","der13","der14","der15","der16","der17","der18","der19","der2","der21","der22","der3","der4","der5","der6","der7","der8","der9","derX","i11q","i17q","i21q","i5p","i8q","ins10.11","inv11","inv16","inv3","inv4","inv7","minus1","minus10","minus14","minus15","minus16","minus18","minus19","minus2","minus20","minus21","minus22","minus3","minus4","minus6","minus8","minus9","minusX","minusY","plus1","plus10","plus11","plus12","plus13","plus14","plus15","plus16","plus18","plus19","plus2","plus20","plus21","plus22","plus3","plus4","plus5","plus6","plus7","plus9","plusX","plusY","t1.1","t1.10","t1.11","t1.15","t1.3","t1.7","t1.9","t10.11","t10.12","t11.12","t11.15","t11.17","t11.19","t15.16","t15.17","t16.16","t16.17","t2.12","t2.16","t2.3","t2.5","t3.11","t3.12","t3.17","t3.3","t3.5","t5.11","t5.17","t6.11","t6.9","t7.11","t7.12","t7.13","t8.16","t8.19","t8.21","t9.11","del11p","del5p","i22q","i7q","inv12","plus17","t11.11","t11.21","t16.21","t17.19","t2.11","t3.6","t3.8","t9.22","minus5...5q","minus7...7q","minus11...11q","minus12...12p","minus13...13q","minus17...17p","plus8...8q","GATA2_MECOM","DEK_NUP214","MRC_karyo","monosomal","MECOM_high","MRC_genes","any_KMT2A"
"BA2872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"BA2639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
