"sample_id","HSC-like score","Progenitor-like score","GMP-like score","Promonocyte-like score","Monocyte-like score","cDC-like score","CD8+ T-cell & NK cell score","HLA I score","HLA II score"
"BA2872",-1.01968750216827,-0.591060436474838,0.585652599715955,1.14493477136549,1.19588976805375,0.486461251067684,-0.971766478727439,0.543783461921181,0.352585779313723
"BA2639",0.524921725505229,0.531368617055031,0.621534826648894,-0.627631969902782,-0.0670922164710238,0.17041558638425,-0.43160675947585,-0.772398999439802,0.233664252428022
"BA2235",1.1391059959701,0.156483385255171,-0.354804994000505,0.648389428122986,0.225415384366661,0.308516161964883,0.94924614349294,0.0529933053081304,0.300396164480721
"BA2442",1.13171295592506,0.425067332830165,0.141516036031017,0.314822747974778,-0.618558469559038,0.371812812144878,-1.6220377150538,-1.05880792993448,0.0827917478021377
"BA2952",-1.00866563296426,-1.38435968036126,0.0848150399716345,1.5311393973004,-0.389992528354985,0.542387860737474,-0.799011308366363,1.17065239497888,0.542265373654702
"BA2951",1.86914482439236,1.24527947513803,0.112098162769549,-1.16568428197722,-0.203640826304656,0.195183613219552,-0.829353398834747,-0.841913097094784,0.00137757371472886
"BA2704",0.398249797645496,0.721908134594495,-0.162244014371461,-0.488853057047942,-1.22624831139833,-1.35810525313678,-0.124980895773029,-1.34345668724306,-1.63287776448497
"BA2425",1.38024379671694,-0.325984428967095,0.23987330244179,0.146612523285635,0.0420437822600892,-0.409008809812849,0.266424286277135,-0.222793289682707,-0.0572888630128141
"BA2497",-2.20258067077568,-2.65151386489471,0.332910882560007,2.0047562331406,1.06027059039165,-0.0206053528338997,-0.810275780767765,0.17405048884337,-0.315120495475348
"BA2906",-1.08732743735129,-0.553188928047213,-1.17523739414358,-0.80703905375435,-1.90731165721937,-0.288374803524337,-1.26859915923043,-1.70699277786605,0.358032697846787
"BA2201",-0.898915490654628,-1.36562966934096,-0.902471414282511,0.875745552652017,0.43193132838106,0.401991006848635,-1.40998202097732,-0.805773772366739,0.0666694483286556
"BA3023",0.0639367848279548,1.44929323627071,0.509249959102287,0.299887651261455,-1.08343430626831,-0.659260835334744,-0.562647167195471,0.299970010486764,0.175971691857827
"BA2718",-1.44068460098361,0.754342565310368,-1.11560951246787,-1.87204730154122,-1.23098860040661,-0.475237236409825,-0.814973687950439,-1.78535982194727,0.145935330198854
"BA2087",-1.37093377360504,-0.444117585409153,-1.08288343986618,0.52293628114178,-0.496787138086451,0.489621924144274,0.268118135392889,0.9083052075828,0.807567642149929
"BA2068",0.538322486820101,0.940452242628745,-0.124005813241804,-0.172452289060391,-1.09156301720885,-1.75873006041242,0.662590341141148,-0.488756965726628,-1.42292082260787
"BA2798",1.15211023001733,0.648698796140259,0.626770600854966,-0.551819422739508,0.122646282951544,-0.454657071335756,0.0914112572658701,0.929272044165051,0.949700520665443
"BA2036",-0.156598180340398,-0.0127019790379107,0.249998777509308,0.455561790493747,-0.738831611229729,-1.16050319659064,0.53565427266226,-0.900679841225979,-1.25529144059292
"BA2093",1.196994943479,0.807635164246879,-0.856376924292188,-1.55719005409864,-1.59452686455905,-1.02479433317955,0.187039655421987,-0.682159484228032,-0.523830670976882
"BA2603",-0.529661600694377,-0.155060896958106,0.115396208992611,0.692936971220885,0.925209580527742,-0.358240166788653,-0.153737406457937,-0.0711252300809419,-0.509974082545211
"BA2414",1.49641227538617,0.422609303317617,-0.157347353062557,0.0116917305369369,0.0164828945695806,0.952208446724899,-1.17465425501913,-0.285915636630142,0.982693458199613
"BA2020",-0.617761173950994,-0.285370036324362,-0.285318997211232,-0.0189343049544559,-0.679021752027318,-1.03809244309201,0.0385191266710618,-0.0292892253115067,-0.453661294616856
"BA2242",0.504788690189664,0.641379338778069,-0.613211560282237,-0.105244639637737,-0.967762517979427,-1.80662308446644,-0.665314643616288,-1.82530745306336,-1.81646427621985
"BA2567",-1.17634957984065,-1.96948396294564,-1.12871189725978,-0.392208325904537,1.6247467350133,0.114398994116704,2.39660673600981,2.42557963491098,-0.250523185000414
"BA2691",-0.235290434545065,-0.830753895032358,-0.89559965217757,-0.644907470823217,1.33055003057823,0.835042677839359,1.27156325334836,0.598344156089678,0.853319745279253
"BA2033",-0.10239480468856,-0.446865572429762,1.90354306432557,2.21088585980362,1.44304946527725,0.793944771218711,0.76123658919056,2.48332616707873,0.868471647739837
"BA2162",1.22303343386201,0.240476195419247,0.28915262736515,0.309785865192479,0.783201009729159,0.162403904585455,0.517075916243446,-0.0789392340618076,0.0840623766616185
"BA2839",-0.162343357649389,-0.318024227363967,0.23033009660186,0.590278871342115,-0.0942813530117105,0.509671885188392,0.109850512625745,0.521854860546046,0.61076739867512
"BA2828",0.603487857102863,0.174289575793192,0.0571668365207137,-0.211539574526516,1.27069703098579,0.49929053043379,1.85892357165561,0.270729931861242,0.0205958086076783
"BA2063",-0.909884735690984,-2.21718333353997,-1.78685747580925,-1.2678239529742,0.816000099125394,-0.678501616447703,2.09011022835234,1.3187977086474,-0.590125045956514
"BA2505",0.701721788840342,0.482127447562989,-0.379075146258531,-0.458977189945087,0.358791057055296,1.72284667932285,1.58703302191705,0.840983973592232,1.00782443846102
"BA2821",-0.652473872150235,1.24702543801204,-0.38157515221964,0.025122179541397,0.00591543199022539,0.570956537346451,-1.70108551710334,-0.209062513361902,0.848756491689431
"BA2234",-2.20258067077568,-2.48731326458534,-1.2088186010082,1.84277501888316,0.821625020710049,0.770833080391325,-0.700016469330035,0.832540154043193,0.890326372375238
"BA2653",-0.068393157514402,0.0155506528078277,-0.129365924684654,-0.929170367688273,0.604259794525306,-0.489011788792905,0.846163236309131,0.036068742678651,-0.498861546710365
